Date,Feed1,Feed2,Feed3,Feed4,Feed5,Target
2000.3.26 11:40,6.711703651,1.055219459,48.06208717,5.152460197,141.0790528,6.361962954
2000.3.26 11:50,6.679714883,1.026701891,48.00571323,5.175201145,141.0089021,6.360569517
2000.3.26 12:00,6.642784413,1.099637203,48.00077036,5.157165498,141.0676138,6.359731081
2000.3.26 12:10,6.688493058,1.057079181,48.06053036,5.116230809,141.0759837,6.358225977
2000.3.26 12:20,6.665012346,1.064466485,48.04135066,5.108864043,141.0482957,6.358279207
2000.3.26 12:30,6.678670621,1.091754354,48.06824614,5.117838128,141.0264068,6.35432577
2000.3.26 12:40,6.726832381,1.003872222,48.06702688,5.137437666,141.0142372,6.355600667
2000.3.26 12:50,6.668316853,1.004886299,48.03180144,5.111112278,141.0184098,6.352983897
2000.3.26 13:00,6.672698874,1.036037842,48.07523195,5.134811692,141.0124115,6.358822126
2000.3.26 13:10,6.690296688,1.045334784,48.03248398,5.119618007,141.0643281,6.35598369
2000.3.26 13:20,6.704986613,1.071293787,48.06640493,5.112613536,141.0616579,6.356148586
2000.3.26 13:30,6.658868368,1.088983185,48.06148353,5.142201792,141.0624879,6.355756816
2000.3.26 13:40,6.718356228,1.024663429,48.00550193,5.168033349,141.0931026,6.355921713
2000.3.26 13:50,6.655695188,1.08822789,48.00687824,5.106131197,141.0322677,6.357531609
2000.3.26 14:00,6.728419876,1.060833538,48.03052589,5.168517099,141.0703793,6.355134839
2000.3.26 14:10,6.72921726,1.003689629,48.02819944,5.190481492,141.0390435,6.358414736
2000.3.26 14:20,6.72203439,1.038356787,48.00203978,5.123435547,141.0700165,6.355241299
2000.3.26 14:30,6.688107621,1.098345284,48.07066854,5.136884921,141.0326419,6.359967862
2000.3.26 14:40,6.653015784,1.05127306,48.0693783,5.190392533,141.096937,6.356014425
2000.3.26 14:50,6.718202127,1.062491474,48.08924206,5.19496118,141.0798401,6.357402655
2000.3.26 15:00,6.676178871,1.019717299,48.04456792,5.14534629,141.0312235,6.359567552
2000.3.26 15:10,6.661782849,1.041664646,48.07485303,5.163759342,141.0189207,6.360514115
2000.3.26 15:20,6.672416985,1.044932009,48.08380938,5.162172868,141.0528045,6.362347345
2000.3.26 15:30,6.711865474,1.038816202,48.06504982,5.177253268,141.0019744,6.359618908
2000.3.26 15:40,6.717894253,1.09021091,48.07528144,5.158914872,141.013423,6.364233805
2000.3.26 15:50,6.705811835,1.009973988,48.06692366,5.152662745,141.071141,6.365508701
2000.3.26 16:00,6.719131729,1.006888732,48.03605977,5.104405957,141.0134819,6.362335264
2000.3.26 16:10,6.671010124,1.054192219,48.08137072,5.135856397,141.0400601,6.359495161
2000.3.26 16:20,6.710607389,1.05832755,48.01163494,5.162151499,141.0918959,6.357210058
2000.3.26 16:30,6.702374901,1.03475361,48.05012789,5.107799589,141.0076698,6.350808287
2000.3.26 16:40,6.662533203,1.029645222,48.06892079,5.128041469,141.0905239,6.349414851
2000.3.26 16:50,6.665300362,1.011325754,48.09813491,5.124235498,141.0379312,6.357258081
2000.3.26 17:00,6.660874212,1.084440394,48.09880997,5.139066678,141.0160922,6.359537977
2000.3.26 17:10,6.728988622,1.049076313,48.00588394,5.180369856,141.019587,6.362482874
2000.3.26 17:20,6.711460264,1.004929693,48.00567688,5.196760059,141.0096285,6.365096103
2000.3.26 17:30,6.703300096,1.048852602,48.09429682,5.12926244,141.0013896,6.369151
2000.3.26 17:40,6.633089653,1.07484615,48.06042659,5.156439478,141.0080528,6.36631423
2000.3.26 17:50,6.712205206,1.059042854,48.05022951,5.10469462,141.068574,6.36614246
2000.3.26 18:00,6.645019473,1.022967973,48.0399596,5.139464202,141.0092367,6.37075569
2000.3.26 18:10,6.667354783,1.088980479,48.08625754,5.193622448,141.0774005,6.373147253
2000.3.26 18:20,6.651738157,1.02026812,48.09725591,5.187226457,141.0565623,6.373313816
2000.3.26 18:30,6.663330018,1.017326941,48.06597518,5.178808016,141.0780947,6.373032046
2000.3.26 18:40,6.671154177,1.06709949,48.05170172,5.105023022,141.0718725,6.378203609
2000.3.26 18:50,6.635152423,1.016795264,48.08179571,5.156595274,141.0037204,6.377141839
2000.3.26 19:00,6.663276012,1.046747441,48.00210823,5.120681414,141.08665,6.379978402
2000.3.26 19:10,6.707979438,1.007685645,48.06470534,5.190527042,141.086632,6.377249965
2000.3.26 19:20,6.642886402,1.029030917,48.02135269,5.140550106,141.0044177,6.378971529
2000.3.26 19:30,6.688522507,1.062045829,48.04478473,5.163410616,141.0573955,6.375909759
2000.3.26 19:40,6.70282351,1.056354062,48.06900611,5.175477006,141.0125085,6.371066322
2000.3.26 19:50,6.638512554,1.03781244,48.07487302,5.148443677,141.0032122,6.376569552
2000.3.26 20:00,6.638599527,1.021513298,48.00082337,5.144917304,141.0716208,6.375954448
2000.3.26 20:10,6.721148624,1.02536586,48.06532691,5.166272804,141.0583576,6.374337678
2000.3.26 20:20,6.653429845,1.050995051,48.08103408,5.148396428,141.0211396,6.375725908
2000.3.26 20:30,6.726350428,1.09532295,48.06229417,5.119777709,141.0661441,6.376559138
2000.3.26 20:40,6.655879485,1.033359643,48.08277557,5.192133952,141.0011265,6.370600701
2000.3.26 20:50,6.680105027,1.033231521,48.01076425,5.118317573,141.0340797,6.372327264
2000.3.26 21:00,6.671372406,1.024506665,48.03224332,5.134130998,141.0120601,6.371043828
2000.3.26 21:10,6.649872573,1.00541539,48.05037962,5.177921621,141.0715513,6.367867057
2000.3.26 21:20,6.727059159,1.031310687,48.02723509,5.130021215,141.0459245,6.366475287
2000.3.26 21:30,6.685068146,1.038098055,48.05834812,5.109755822,141.0018992,6.366081851
2000.3.26 21:40,6.699756514,1.053862043,48.02904949,5.156820706,141.068484,6.361238414
2000.3.26 21:50,6.732563051,1.065940498,48.05689881,5.191038306,141.0882251,6.366189977
2000.3.26 22:00,6.647909888,1.02202943,48.0674788,5.1023794,141.0178864,6.363458207
2000.3.26 22:10,6.636061541,1.02521744,48.06947404,5.150096164,141.0515279,6.366848103
2000.3.26 22:20,6.665505678,1.054993332,48.05226549,5.148474434,141.0469696,6.370908
2000.3.26 22:30,6.720782954,1.084204665,48.07363943,5.11853161,141.0995961,6.36973623
2000.3.26 22:40,6.633534783,1.061799068,48.00094477,5.177655301,141.0924998,6.367672793
2000.3.26 22:50,6.638868194,1.049930528,48.00333834,5.1195835,141.0003795,6.36461269
2000.3.26 23:00,6.721628449,1.040430113,48.01063842,5.151395009,141.0088255,6.367334253
2000.3.26 23:10,6.66490503,1.020713625,48.0941781,5.157067166,141.0467439,6.363715816
2000.3.26 23:20,6.690984203,1.085453773,48.06359702,5.191091133,141.0975203,6.365884046
2000.3.26 23:30,6.693393042,1.081686164,48.06830624,5.107993092,141.0139083,6.366270609
2000.3.26 23:40,6.635144232,1.07001873,48.00709899,5.142713439,141.0603285,6.367322172
2000.3.26 23:50,6.678628026,1.050920954,48.08797792,5.187110827,141.0479099,6.366817069
2000.3.27 0:00,6.657615146,1.070773495,48.05060211,5.14291676,141.0669355,6.369655299
2000.3.27 0:10,6.669488154,1.05748515,48.08800872,5.141777587,141.0018469,6.370040195
2000.3.27 0:20,6.669580989,1.001664467,48.04179394,5.115558278,141.0414816,6.375771759
2000.3.27 0:30,6.66860185,1.029180904,48.05424283,5.10919418,141.0008608,6.371596655
2000.3.27 0:40,6.641334207,1.090194101,48.05941458,5.120102133,141.0724285,6.375766552
2000.3.27 0:50,6.700956307,1.009321955,48.07171909,5.185132975,141.0596218,6.372704782
2000.3.27 1:00,6.707558809,1.020723631,48.03412082,5.192201376,141.0307418,6.371534678
2000.3.27 1:10,6.638491014,1.08165263,48.07418607,5.161763404,141.0284956,6.371804575
2000.3.27 1:20,6.639165974,1.035029055,48.03075573,5.194182611,141.0286294,6.369187805
2000.3.27 1:30,6.71807927,1.052095615,48.04656416,5.136873147,141.0019127,6.367904368
2000.3.27 1:40,6.722548634,1.059327998,48.0195007,5.186035642,141.0664115,6.365954264
2000.3.27 1:50,6.651906444,1.079189647,48.06715965,5.183577628,141.0815998,6.368009161
2000.3.27 2:00,6.687328371,1.000336902,48.00179743,5.193159261,141.0758599,6.365504058
2000.3.27 2:10,6.725508368,1.032692649,48.0843811,5.160070558,141.0174487,6.372237287
2000.3.27 2:20,6.719794011,1.059892965,48.07662684,5.124261103,141.0876665,6.367167184
2000.3.27 2:30,6.70547797,1.088633339,48.03986342,5.177329058,141.0395757,6.368890414
2000.3.27 2:40,6.685722184,1.061193792,48.08113477,5.100260377,141.0356143,6.367161977
2000.3.27 2:50,6.633721289,1.085727181,48.07982139,5.121306433,141.0149989,6.36932854
2000.3.27 3:00,6.648730032,1.075723294,48.08836802,5.11060216,141.087755,6.373
2000.3.27 3:10,6.670837435,1.015703875,48.09706208,5.114688453,141.0405036,6.370165103
2000.3.27 3:20,6.686264029,1.06729531,48.01291996,5.105598505,141.016101,6.369126713
2000.3.27 3:30,6.691580896,1.024530843,48.07566429,5.17154733,141.0187353,6.36670176
2000.3.27 3:40,6.671902377,1.010711058,48.01497579,5.166159077,141.0246628,6.367616806
2000.3.27 3:50,6.670860718,1.02525889,48.08826511,5.191605725,141.0869023,6.36908852
2000.3.27 4:00,6.703774701,1.015745401,48.02600355,5.166397379,141.0121897,6.365330233
2000.3.27 4:10,6.638536005,1.012751616,48.0534597,5.192212633,141.070429,6.37336528
2000.3.27 4:20,6.655681761,1.019126045,48.00889078,5.125668163,141.0992793,6.380736993
2000.3.27 4:30,6.649168285,1.096767845,48.01174434,5.148537469,141.0769122,6.379313706
2000.3.27 4:40,6.705694651,1.000127687,48.03610168,5.154281818,141.0588199,6.378113753
2000.3.27 4:50,6.716339169,1.043691313,48.02987779,5.197043669,141.0881107,6.380030466
2000.3.27 5:00,6.709552761,1.059248902,48.08705305,5.169234548,141.0710832,6.376830513
2000.3.27 5:10,6.704962192,1.02463541,48.04149327,5.12005396,141.0060734,6.373958893
2000.3.27 5:20,6.70357835,1.04144415,48.07509862,5.13444934,141.0188371,6.375428939
2000.3.27 5:30,6.697400425,1.063253804,48.04505243,5.110180757,141.0400891,6.373673986
2000.3.27 5:40,6.731750937,1.015411606,48.04496626,5.171568962,141.0004356,6.376035699
2000.3.27 5:50,6.673358896,1.05838752,48.04032258,5.152094125,141.0855718,6.380290746
2000.3.27 6:00,6.65916165,1.034078849,48.02622097,5.124611823,141.0637911,6.380202459
2000.3.27 6:10,6.669254654,1.014166545,48.05183688,5.10845676,141.0154663,6.380339173
2000.3.27 6:20,6.698511644,1.014948695,48.09224232,5.120560865,141.0688297,6.351430885
2000.3.27 6:30,6.721049827,1.003153131,48.03829942,5.184798444,141.0695047,6.353124265
2000.3.27 6:40,6.686833116,1.069341337,48.09626653,5.199378527,141.0496583,6.353702645
2000.3.27 6:50,6.677265941,1.046153595,48.02747518,5.199195602,141.0480393,6.361964358
2000.3.27 7:00,6.703916397,1.030474202,48.02148792,5.188458363,141.0128141,6.364659405
2000.3.27 7:10,6.662540315,1.001861877,48.09208919,5.197707235,141.0280956,6.367577785
2000.3.27 7:20,6.651578409,1.03045567,48.03384724,5.129356104,141.09111,6.365041165
2000.3.27 7:30,6.702460442,1.011640875,48.05360225,5.125644721,141.0593635,6.368404545
2000.3.27 7:40,6.718689617,1.033499466,48.04364013,5.114813288,141.0901525,6.366757925
2000.3.27 7:50,6.687592745,1.084172688,48.05957998,5.195597025,141.0202607,6.369677972
2000.3.27 8:00,6.657036037,1.071640309,48.09238547,5.15901386,141.0094661,6.374821352
2000.3.27 8:10,6.710110002,1.009670396,48.06650063,5.116395175,141.0173036,6.375291398
2000.3.27 8:20,6.717670517,1.094956063,48.04206886,5.120753443,141.0896918,6.374758112
2000.3.27 8:30,6.665505646,1.084786568,48.06516484,5.121259739,141.0667986,6.371559825
2000.3.27 8:40,6.686723425,1.057910596,48.0220658,5.198983218,141.0737721,6.371026538
2000.3.27 8:50,6.681350981,1.056263104,48.00581189,5.104777432,141.0460912,6.360031584
2000.3.27 9:00,6.705551391,1.088304625,48.06367045,5.199458222,141.0176861,6.366064965
2000.3.27 9:10,6.665478781,1.044398837,48.07502048,5.179226375,141.0568909,6.358635011
2000.3.27 9:20,6.659770868,1.015183023,48.09171165,5.138053446,141.0242213,6.359548391
2000.3.27 9:30,6.640043555,1.098414852,48.00846395,5.189242676,141.0866046,6.358906771
2000.3.27 9:40,6.703041173,1.054658692,48.0138542,5.171697803,141.0332782,6.359486818
2000.3.27 9:50,6.723751661,1.093761523,48.03862698,5.167862322,141.0731991,6.371641864
2000.3.27 10:00,6.705367427,1.063677522,48.09257045,5.139670501,141.0080075,6.385133578
2000.3.27 10:10,6.715386166,1.000918559,48.09927849,5.172435635,141.0525726,6.389941958
2000.3.27 10:20,6.73103357,1.000318981,48.03804846,5.165096254,141.0874246,6.386072005
2000.3.27 10:30,6.640768351,1.048726803,48.06397107,5.166430327,141.0902771,6.384203718
2000.3.27 10:40,6.714354285,1.017752235,48.05099917,5.185151329,141.0124856,6.379218764
2000.3.27 10:50,6.699977174,1.094515512,48.05011303,5.145888349,141.0011613,6.375682144
2000.3.27 11:00,6.720500162,1.020434171,48.04540493,5.119519934,141.0811166,6.376153858
2000.3.27 11:10,6.64380553,1.048326174,48.06649342,5.184803539,141.0234098,6.373173904
2000.3.27 11:20,6.719719385,1.095462004,48.06126542,5.121218573,141.0408531,6.370862284
2000.3.27 11:30,6.711068318,1.035744426,48.06593585,5.113166252,141.0892437,6.36743733
2000.3.27 11:40,6.644484313,1.096109483,48.02521139,5.122790687,141.0634337,6.369242377
2000.3.27 11:50,6.652355126,1.098652004,48.01517677,5.18948474,141.0822297,6.36269909
2000.3.27 12:00,6.724975828,1.056681326,48.06524589,5.175563687,141.0861233,6.347925803
2000.3.27 12:10,6.725628511,1.073114031,48.05156697,5.126355994,141.0050963,6.348839183
2000.3.27 12:20,6.681243203,1.038558906,48.05810575,5.105514201,141.097442,6.35687423
2000.3.27 12:30,6.676694139,1.077217092,48.05547067,5.180190155,141.0784239,6.359015943
2000.3.27 12:40,6.691986212,1.04757917,48.00200835,5.176274546,141.0988229,6.357594323
2000.3.27 12:50,6.65886009,1.009399096,48.09606219,5.110265874,141.0440925,6.360176037
2000.3.27 13:00,6.686604232,1.000883125,48.07360179,5.111104271,141.0590165,6.371439417
2000.3.27 13:10,6.707262568,1.081676065,48.05649645,5.104637664,141.047724,6.37491613
2000.3.27 13:20,6.650376142,1.047043631,48.06288557,5.195763599,141.0742133,6.37838951
2000.3.27 13:30,6.634987133,1.044644346,48.05226834,5.180572433,141.0004165,6.378081223
2000.3.27 13:40,6.692062141,1.09751898,48.05474949,5.138415053,141.0986882,6.37265127
2000.3.27 13:50,6.633766217,1.026142342,48.01179416,5.110853522,141.0080935,6.372231317
2000.3.27 14:00,6.643278415,1.052669972,48.07085266,5.180523937,141.0714424,6.376151363
2000.3.27 14:10,6.71429553,1.019026633,48.09796612,5.184566172,141.0462542,6.376174743
2000.3.27 14:20,6.654267603,1.021742566,48.03682291,5.168030833,141.0723838,6.37408479
2000.3.27 14:30,6.646947192,1.027593565,48.02334682,5.185332677,141.018328,6.372996503
2000.3.27 14:40,6.721326525,1.088208815,48.04396655,5.115180738,141.0392512,6.376249883
2000.3.27 14:50,6.639777173,1.055203998,48.07227891,5.109954743,141.0396408,6.378166596
2000.3.27 15:00,6.63712388,1.07033962,48.0769057,5.19498603,141.0843751,6.374849976
2000.3.27 15:10,6.669578531,1.042450854,48.07409048,5.187384553,141.0199974,6.374876689
2000.3.27 15:20,6.66142764,1.07081991,48.02673449,5.199169739,141.0968891,6.38191007
2000.3.27 15:30,6.712302858,1.069309926,48.09833779,5.112908508,141.0130003,6.377816783
2000.3.27 15:40,6.6440243,1.088668947,48.01122897,5.114338922,141.041965,6.382405163
2000.3.27 15:50,6.650005988,1.027308558,48.03372299,5.122561146,141.0351802,6.382318543
2000.3.27 16:00,6.642296643,1.097120959,48.02320566,5.13894661,141.0351982,6.378116923
2000.3.27 16:10,6.68932268,1.041292331,48.03752312,5.159914894,141.0014251,6.383256969
2000.3.27 16:20,6.68732027,1.005907425,48.01006983,5.191008731,141.0349995,6.387845349
2000.3.27 16:30,6.729641529,1.043005625,48.01089812,5.102828938,141.0737648,6.390095396
2000.3.27 16:40,6.638083752,1.045347495,48.04755596,5.154575688,141.0400721,6.391008776
2000.3.27 16:50,6.70676983,1.0744707,48.0320228,5.198913027,141.0619918,6.386358823
2000.3.27 17:00,6.656860195,1.018001969,48.07624978,5.141573918,141.0238279,6.383378869
2000.3.27 17:10,6.702593966,1.007005836,48.02526254,5.125476487,141.0129347,6.388968916
2000.3.27 17:20,6.64966004,1.014870252,48.0863235,5.109967275,141.0261255,6.392555629
2000.3.27 17:30,6.706125983,1.04579651,48.04106469,5.178045416,141.0837464,6.392690676
2000.3.27 17:40,6.667397687,1.041648835,48.01268553,5.11299683,141.0798227,6.403619056
2000.3.27 17:50,6.643523545,1.038079853,48.02327275,5.126500538,141.0072636,6.40709577
2000.3.27 18:00,6.686438316,1.049730824,48.05569691,5.110023333,141.0575298,6.400110816
2000.3.27 18:10,6.664664167,1.061448185,48.07112879,5.12222298,141.0408851,6.406140863
2000.3.27 18:20,6.725122394,1.05893352,48.05767109,5.161824634,141.096652,6.409170909
2000.3.27 18:30,6.707720776,1.088343233,48.07400255,5.128437296,141.09377,6.409085956
2000.3.27 18:40,6.705186075,1.029983464,48.08973276,5.185679745,141.0873346,6.410777669
2000.3.27 18:50,6.702582857,1.012596582,48.01621515,5.133225603,141.0526859,6.409799383
2000.3.27 19:00,6.668536804,1.0533682,48.01978424,5.108069402,141.0082362,6.411494429
2000.3.27 19:10,6.691034564,1.045871426,48.01389263,5.127045525,141.0792306,6.407402809
2000.3.27 19:20,6.667480788,1.021975524,48.03113776,5.186495789,141.0767569,6.408427856
2000.3.27 19:30,6.665576906,1.078143384,48.01037133,5.11207454,141.0593898,6.407004569
2000.3.27 19:40,6.662740601,1.064245128,48.00867184,5.199247558,141.0288656,6.408254616
2000.3.27 19:50,6.666273787,1.044493521,48.08637554,5.197149745,141.077801,6.408946329
2000.3.27 20:00,6.664690503,1.038981266,48.01106671,5.101226275,141.0278037,6.409973042
2000.3.27 20:10,6.636405849,1.066949753,48.07806514,5.137942346,141.0381364,6.419678089
2000.3.27 20:20,6.647681525,1.074304339,48.01414408,5.138524633,141.0317448,6.412914802
2000.3.27 20:30,6.730032113,1.009457229,48.00887348,5.157626425,141.0343007,6.414941516
2000.3.27 20:40,6.699483023,1.029673024,48.04264961,5.181482025,141.0875917,6.413964895
2000.3.27 20:50,6.722018237,1.09293447,48.01627656,5.162756907,141.0424095,6.414989942
2000.3.27 21:00,6.652742506,1.077582113,48.03723533,5.197382847,141.0366809,6.413568322
2000.3.27 21:10,6.689103756,1.045271047,48.09205042,5.11942407,141.0647617,6.410145035
2000.3.27 21:20,6.700043465,1.08061627,48.04613879,5.153614144,141.0768208,6.415176749
2000.3.27 21:30,6.634830351,1.076207298,48.08887775,5.114772581,141.0120267,6.413865129
2000.3.27 21:40,6.685734536,1.033571958,48.02116366,5.109866359,141.0322714,6.417118509
2000.3.27 21:50,6.664406154,1.006086572,48.06363208,5.116402895,141.0782868,6.403563555
2000.3.27 22:00,6.669902826,1.06781547,48.01236775,5.145634803,141.0236682,6.405036935
2000.3.27 22:10,6.633576379,1.030374063,48.05305937,5.109957408,141.0037573,6.405950315
2000.3.27 22:20,6.637272947,1.072147819,48.0172703,5.162409385,141.0240068,6.409090361
2000.3.27 22:30,6.660780975,1.030960163,48.08583865,5.116064169,141.0714962,6.412678742
2000.3.27 22:40,6.673897112,1.089123385,48.01065099,5.168576302,141.0426732,6.408913788
2000.3.27 22:50,6.677909942,1.045055201,48.00862516,5.159128979,141.0314292,6.413062168
2000.3.27 23:00,6.660316341,1.062970073,48.0661744,5.125035187,141.0247283,6.421763882
2000.3.27 23:10,6.698520442,1.018113809,48.05294105,5.106879162,141.0393908,6.420787262
2000.3.27 23:20,6.709840124,1.004210457,48.02341884,5.160024727,141.010918,6.420590641
2000.3.27 23:30,6.683023971,1.012925186,48.08676589,5.137368237,141.0514818,6.418279021
2000.3.27 23:40,6.685291532,1.051987821,48.03866503,5.128371811,141.0970053,6.418525735
2000.3.27 23:50,6.688553626,1.005906568,48.0277844,5.170070976,141.0047251,6.415212448
2000.3.28 0:00,6.640494859,1.033697959,48.05734355,5.114811295,141.097487,6.412789161
2000.3.28 0:10,6.712120573,1.008156977,48.03290572,5.110500913,141.082883,6.406134207
2000.3.28 0:20,6.687312433,1.004520776,48.08673789,5.10510711,141.0147267,6.409162588
2000.3.28 0:30,6.722186357,1.083819001,48.09674932,5.110148131,141.0451851,6.406850967
2000.3.28 0:40,6.686270443,1.037049547,48.0851918,5.150161799,141.0983501,6.404206014
2000.3.28 0:50,6.70355473,1.070894735,48.08083019,5.194756196,141.0995887,6.403562727
2000.3.28 1:00,6.725151358,1.040189728,48.04165129,5.191171403,141.0802847,6.396241107
2000.3.28 1:10,6.655386953,1.026029273,48.02708271,5.160296069,141.094578,6.395154487
2000.3.28 1:20,6.652711613,1.027596922,48.01079262,5.157563909,141.0988898,6.394289533
2000.3.28 1:30,6.69086345,1.058444247,48.05077568,5.146119396,141.0306086,6.394756247
2000.3.28 1:40,6.713900897,1.06795113,48.07115889,5.13492598,141.0174354,6.403796294
2000.3.28 1:50,6.719190512,1.030500897,48.00758185,5.167117088,141.0923558,6.402818007
2000.3.28 2:00,6.689989365,1.076132197,48.04827552,5.101965497,141.0527426,6.40161972
2000.3.28 2:10,6.7262609,1.016751637,48.01496308,5.15331014,141.0160278,6.4015331
